"Country","Indicator","Measure","Inequality","Unit","PowerCode","Reference Period","Value","Flags"
"Portugal","Life expectancy","Value","Total","Years","Units",,81.8,
"Slovak Republic","Life expectancy","Value","Total","Years","Units",,77.8,
"Spain","Life expectancy","Value","Total","Years","Units",,83.9,
"Sweden","Life expectancy","Value","Total","Years","Units",,83.2,
"Switzerland","Life expectancy","Value","Total","Years","Units",,84,
"Türkiye","Life expectancy","Value","Total","Years","Units",,78.6,
"United Kingdom","Life expectancy","Value","Total","Years","Units",,81.3,
"United States","Life expectancy","Value","Total","Years","Units",,78.9,
"Brazil","Life expectancy","Value","Total","Years","Units",,75.9,
"Chile","Life expectancy","Value","Total","Years","Units",,80.6,
"Estonia","Life expectancy","Value","Total","Years","Units",,78.8,
"Israel","Life expectancy","Value","Total","Years","Units",,82.9,
"Latvia","Life expectancy","Value","Total","Years","Units",,75.5,
"Russia","Life expectancy","Value","Total","Years","Units",,73.2,
"Slovenia","Life expectancy","Value","Total","Years","Units",,81.6,
"South Africa","Life expectancy","Value","Total","Years","Units",,64.2,
"OECD - Total","Life expectancy","Value","Total","Years","Units",,81,
"Australia","Life expectancy","Value","Men","Years","Units",,80.9,
"Austria","Life expectancy","Value","Men","Years","Units",,79.7,
"Belgium","Life expectancy","Value","Men","Years","Units",,79.8,
"Canada","Life expectancy","Value","Men","Years","Units",,80,
"Czech Republic","Life expectancy","Value","Men","Years","Units",,76.4,
"Denmark","Life expectancy","Value","Men","Years","Units",,79.5,
"Finland","Life expectancy","Value","Men","Years","Units",,79.3,
"France","Life expectancy","Value","Men","Years","Units",,79.9,
"Germany","Life expectancy","Value","Men","Years","Units",,79,
"Greece","Life expectancy","Value","Men","Years","Units",,79.2,
"Hungary","Life expectancy","Value","Men","Years","Units",,73.1,
"Iceland","Life expectancy","Value","Men","Years","Units",,81.7,
"Ireland","Life expectancy","Value","Men","Years","Units",,80.8,
"Italy","Life expectancy","Value","Men","Years","Units",,81.4,
"Japan","Life expectancy","Value","Men","Years","Units",,81.4,
"Korea","Life expectancy","Value","Men","Years","Units",,80.3,
"Luxembourg","Life expectancy","Value","Men","Years","Units",,80.2,
"Mexico","Life expectancy","Value","Men","Years","Units",,72.2,
"Netherlands","Life expectancy","Value","Men","Years","Units",,80.6,
"New Zealand","Life expectancy","Value","Men","Years","Units",,80.3,
"Norway","Life expectancy","Value","Men","Years","Units",,81.3,
"Poland","Life expectancy","Value","Men","Years","Units",,74.1,
"Portugal","Life expectancy","Value","Men","Years","Units",,78.7,
"Slovak Republic","Life expectancy","Value","Men","Years","Units",,74.3,
"Spain","Life expectancy","Value","Men","Years","Units",,81.1,
"Sweden","Life expectancy","Value","Men","Years","Units",,81.5,
"Switzerland","Life expectancy","Value","Men","Years","Units",,82.1,
"Türkiye","Life expectancy","Value","Men","Years","Units",,75.9,
"United Kingdom","Life expectancy","Value","Men","Years","Units",,79.4,
"United States","Life expectancy","Value","Men","Years","Units",,76.3,
"Brazil","Life expectancy","Value","Men","Years","Units",,72.2,
"Chile","Life expectancy","Value","Men","Years","Units",,77.9,
"Estonia","Life expectancy","Value","Men","Years","Units",,74.5,
"Israel","Life expectancy","Value","Men","Years","Units",,81,
"Latvia","Life expectancy","Value","Men","Years","Units",,70.9,
"Russia","Life expectancy","Value","Men","Years","Units",,68.2,
"Slovenia","Life expectancy","Value","Men","Years","Units",,78.7,
"South Africa","Life expectancy","Value","Men","Years","Units",,60.7,
"OECD - Total","Life expectancy","Value","Men","Years","Units",,78.3,
"Australia","Life expectancy","Value","Women","Years","Units",,85,
"Austria","Life expectancy","Value","Women","Years","Units",,84.2,
"Belgium","Life expectancy","Value","Women","Years","Units",,84.3,
"Canada","Life expectancy","Value","Women","Years","Units",,84.2,
"Czech Republic","Life expectancy","Value","Women","Years","Units",,82.2,
"Denmark","Life expectancy","Value","Women","Years","Units",,83.5,
"Finland","Life expectancy","Value","Women","Years","Units",,84.8,
"France","Life expectancy","Value","Women","Years","Units",,85.9,
"Germany","Life expectancy","Value","Women","Years","Units",,83.7,
"Greece","Life expectancy","Value","Women","Years","Units",,84.2,
"Hungary","Life expectancy","Value","Women","Years","Units",,79.7,
"Iceland","Life expectancy","Value","Women","Years","Units",,84.7,
"Ireland","Life expectancy","Value","Women","Years","Units",,84.7,
"Italy","Life expectancy","Value","Women","Years","Units",,85.7,
"Japan","Life expectancy","Value","Women","Years","Units",,87.5,
"Korea","Life expectancy","Value","Women","Years","Units",,86.3,
"Luxembourg","Life expectancy","Value","Women","Years","Units",,85.2,
"Mexico","Life expectancy","Value","Women","Years","Units",,78,
"Netherlands","Life expectancy","Value","Women","Years","Units",,83.7,
"New Zealand","Life expectancy","Value","Women","Years","Units",,83.9,
"Norway","Life expectancy","Value","Women","Years","Units",,84.7,
"Poland","Life expectancy","Value","Women","Years","Units",,81.9,
"Portugal","Life expectancy","Value","Women","Years","Units",,84.8,
"Slovak Republic","Life expectancy","Value","Women","Years","Units",,81.2,
"Spain","Life expectancy","Value","Women","Years","Units",,86.7,
"Sweden","Life expectancy","Value","Women","Years","Units",,84.8,
"Switzerland","Life expectancy","Value","Women","Years","Units",,85.8,
"Türkiye","Life expectancy","Value","Women","Years","Units",,81.3,
"United Kingdom","Life expectancy","Value","Women","Years","Units",,83.1,
"United States","Life expectancy","Value","Women","Years","Units",,81.4,
"Brazil","Life expectancy","Value","Women","Years","Units",,79.6,
"Chile","Life expectancy","Value","Women","Years","Units",,83.4,
"Estonia","Life expectancy","Value","Women","Years","Units",,83,
"Israel","Life expectancy","Value","Women","Years","Units",,84.8,
"Latvia","Life expectancy","Value","Women","Years","Units",,80.1,
"Russia","Life expectancy","Value","Women","Years","Units",,78.2,
"Slovenia","Life expectancy","Value","Women","Years","Units",,84.5,
"South Africa","Life expectancy","Value","Women","Years","Units",,67.7,
"OECD - Total","Life expectancy","Value","Women","Years","Units",,83.6,
"Australia","Self-reported health","Value","Total","Percentage","Units",,85,
"Austria","Self-reported health","Value","Total","Percentage","Units",,71,
"Belgium","Self-reported health","Value","Total","Percentage","Units",,74,
"Canada","Self-reported health","Value","Total","Percentage","Units",,89,
"Czech Republic","Self-reported health","Value","Total","Percentage","Units",,62,
"Denmark","Self-reported health","Value","Total","Percentage","Units",,70,
"Finland","Self-reported health","Value","Total","Percentage","Units",,68,
"France","Self-reported health","Value","Total","Percentage","Units",,67,
"Germany","Self-reported health","Value","Total","Percentage","Units",,66,
"Greece","Self-reported health","Value","Total","Percentage","Units",,79,
"Hungary","Self-reported health","Value","Total","Percentage","Units",,58,
"Iceland","Self-reported health","Value","Total","Percentage","Units",,77,
"Ireland","Self-reported health","Value","Total","Percentage","Units",,84,
"Italy","Self-reported health","Value","Total","Percentage","Units",,73,
"Japan","Self-reported health","Value","Total","Percentage","Units",,37,
"Korea","Self-reported health","Value","Total","Percentage","Units",,34,
"Luxembourg","Self-reported health","Value","Total","Percentage","Units",,72,
"Mexico","Self-reported health","Value","Total","Percentage","Units",,66,
"Netherlands","Self-reported health","Value","Total","Percentage","Units",,75,
"New Zealand","Self-reported health","Value","Total","Percentage","Units",,86,
"Norway","Self-reported health","Value","Total","Percentage","Units",,75,
"Poland","Self-reported health","Value","Total","Percentage","Units",,60,
"Portugal","Self-reported health","Value","Total","Percentage","Units",,50,
"Slovak Republic","Self-reported health","Value","Total","Percentage","Units",,65,
"Spain","Self-reported health","Value","Total","Percentage","Units",,75,
"Sweden","Self-reported health","Value","Total","Percentage","Units",,76,
"Switzerland","Self-reported health","Value","Total","Percentage","Units",,81,
"Türkiye","Self-reported health","Value","Total","Percentage","Units",,67,
"United Kingdom","Self-reported health","Value","Total","Percentage","Units",,73,
"United States","Self-reported health","Value","Total","Percentage","Units",,88,
"Chile","Self-reported health","Value","Total","Percentage","Units",,60,
"Estonia","Self-reported health","Value","Total","Percentage","Units",,57,
"Israel","Self-reported health","Value","Total","Percentage","Units",,74,
"Latvia","Self-reported health","Value","Total","Percentage","Units",,47,
"Russia","Self-reported health","Value","Total","Percentage","Units",,43,
"Slovenia","Self-reported health","Value","Total","Percentage","Units",,67,
"OECD - Total","Self-reported health","Value","Total","Percentage","Units",,68,
"Australia","Self-reported health","Value","Men","Percentage","Units",,85,
"Austria","Self-reported health","Value","Men","Percentage","Units",,72,
"Belgium","Self-reported health","Value","Men","Percentage","Units",,76,
"Canada","Self-reported health","Value","Men","Percentage","Units",,90,
"Czech Republic","Self-reported health","Value","Men","Percentage","Units",,64,
"Denmark","Self-reported health","Value","Men","Percentage","Units",,72,
"Finland","Self-reported health","Value","Men","Percentage","Units",,69,
"France","Self-reported health","Value","Men","Percentage","Units",,69,
"Germany","Self-reported health","Value","Men","Percentage","Units",,66,
"Greece","Self-reported health","Value","Men","Percentage","Units",,81,
"Hungary","Self-reported health","Value","Men","Percentage","Units",,62,
"Iceland","Self-reported health","Value","Men","Percentage","Units",,81,
"Ireland","Self-reported health","Value","Men","Percentage","Units",,84,
"Italy","Self-reported health","Value","Men","Percentage","Units",,76,
"Japan","Self-reported health","Value","Men","Percentage","Units",,38,
"Korea","Self-reported health","Value","Men","Percentage","Units",,38,
"Luxembourg","Self-reported health","Value","Men","Percentage","Units",,73,
"Mexico","Self-reported health","Value","Men","Percentage","Units",,67,
"Netherlands","Self-reported health","Value","Men","Percentage","Units",,77,
"New Zealand","Self-reported health","Value","Men","Percentage","Units",,87,
"Norway","Self-reported health","Value","Men","Percentage","Units",,76,
"Poland","Self-reported health","Value","Men","Percentage","Units",,63,
"Portugal","Self-reported health","Value","Men","Percentage","Units",,55,
"Slovak Republic","Self-reported health","Value","Men","Percentage","Units",,69,
"Spain","Self-reported health","Value","Men","Percentage","Units",,78,
"Sweden","Self-reported health","Value","Men","Percentage","Units",,79,
"Switzerland","Self-reported health","Value","Men","Percentage","Units",,83,
"Türkiye","Self-reported health","Value","Men","Percentage","Units",,72,
"United Kingdom","Self-reported health","Value","Men","Percentage","Units",,74,
"United States","Self-reported health","Value","Men","Percentage","Units",,88,
"Chile","Self-reported health","Value","Men","Percentage","Units",,64,
"Estonia","Self-reported health","Value","Men","Percentage","Units",,59,
"Israel","Self-reported health","Value","Men","Percentage","Units",,75,
"Latvia","Self-reported health","Value","Men","Percentage","Units",,53,
"Russia","Self-reported health","Value","Men","Percentage","Units",,49,
"Slovenia","Self-reported health","Value","Men","Percentage","Units",,70,
"OECD - Total","Self-reported health","Value","Men","Percentage","Units",,71,
"Australia","Self-reported health","Value","Women","Percentage","Units",,86,
"Austria","Self-reported health","Value","Women","Percentage","Units",,71,
"Belgium","Self-reported health","Value","Women","Percentage","Units",,72,
"Canada","Self-reported health","Value","Women","Percentage","Units",,88,
"Czech Republic","Self-reported health","Value","Women","Percentage","Units",,61,
"Denmark","Self-reported health","Value","Women","Percentage","Units",,67,
"Finland","Self-reported health","Value","Women","Percentage","Units",,68,
"France","Self-reported health","Value","Women","Percentage","Units",,65,
"Germany","Self-reported health","Value","Women","Percentage","Units",,65,
"Greece","Self-reported health","Value","Women","Percentage","Units",,77,
"Hungary","Self-reported health","Value","Women","Percentage","Units",,55,
"Iceland","Self-reported health","Value","Women","Percentage","Units",,72,
"Ireland","Self-reported health","Value","Women","Percentage","Units",,84,
"Italy","Self-reported health","Value","Women","Percentage","Units",,70,
"Japan","Self-reported health","Value","Women","Percentage","Units",,35,
"Korea","Self-reported health","Value","Women","Percentage","Units",,30,
"Luxembourg","Self-reported health","Value","Women","Percentage","Units",,70,
"Mexico","Self-reported health","Value","Women","Percentage","Units",,64,
"Netherlands","Self-reported health","Value","Women","Percentage","Units",,73,
"New Zealand","Self-reported health","Value","Women","Percentage","Units",,85,
"Norway","Self-reported health","Value","Women","Percentage","Units",,73,
"Poland","Self-reported health","Value","Women","Percentage","Units",,57,
"Portugal","Self-reported health","Value","Women","Percentage","Units",,45,
"Slovak Republic","Self-reported health","Value","Women","Percentage","Units",,61,
"Spain","Self-reported health","Value","Women","Percentage","Units",,73,
"Sweden","Self-reported health","Value","Women","Percentage","Units",,73,
"Switzerland","Self-reported health","Value","Women","Percentage","Units",,79,
"Türkiye","Self-reported health","Value","Women","Percentage","Units",,62,
"United Kingdom","Self-reported health","Value","Women","Percentage","Units",,72,
"United States","Self-reported health","Value","Women","Percentage","Units",,87,
"Chile","Self-reported health","Value","Women","Percentage","Units",,56,
"Estonia","Self-reported health","Value","Women","Percentage","Units",,54,
"Israel","Self-reported health","Value","Women","Percentage","Units",,72,
"Latvia","Self-reported health","Value","Women","Percentage","Units",,43,
"Russia","Self-reported health","Value","Women","Percentage","Units",,38,
"Slovenia","Self-reported health","Value","Women","Percentage","Units",,64,
"OECD - Total","Self-reported health","Value","Women","Percentage","Units",,66,
"Australia","Life satisfaction","Value","Total","Average score","Units",,7.1,
"Austria","Life satisfaction","Value","Total","Average score","Units",,7.2,
"Belgium","Life satisfaction","Value","Total","Average score","Units",,6.8,
"Canada","Life satisfaction","Value","Total","Average score","Units",,7,
"Czech Republic","Life satisfaction","Value","Total","Average score","Units",,6.9,
"Denmark","Life satisfaction","Value","Total","Average score","Units",,7.5,
"Finland","Life satisfaction","Value","Total","Average score","Units",,7.9,
"France","Life satisfaction","Value","Total","Average score","Units",,6.7,
"Germany","Life satisfaction","Value","Total","Average score","Units",,7.3,
"Greece","Life satisfaction","Value","Total","Average score","Units",,5.8,
"Hungary","Life satisfaction","Value","Total","Average score","Units",,6,
"Iceland","Life satisfaction","Value","Total","Average score","Units",,7.6,
"Ireland","Life satisfaction","Value","Total","Average score","Units",,7,
"Italy","Life satisfaction","Value","Total","Average score","Units",,6.5,
"Japan","Life satisfaction","Value","Total","Average score","Units",,6.1,
"Korea","Life satisfaction","Value","Total","Average score","Units",,5.8,
"Luxembourg","Life satisfaction","Value","Total","Average score","Units",,7.4,
"Mexico","Life satisfaction","Value","Total","Average score","Units",,6,
"Netherlands","Life satisfaction","Value","Total","Average score","Units",,7.5,
"New Zealand","Life satisfaction","Value","Total","Average score","Units",,7.3,
"Norway","Life satisfaction","Value","Total","Average score","Units",,7.3,
"Poland","Life satisfaction","Value","Total","Average score","Units",,6.1,
"Portugal","Life satisfaction","Value","Total","Average score","Units",,5.8,
"Slovak Republic","Life satisfaction","Value","Total","Average score","Units",,6.5,
"Spain","Life satisfaction","Value","Total","Average score","Units",,6.5,
"Sweden","Life satisfaction","Value","Total","Average score","Units",,7.3,
"Switzerland","Life satisfaction","Value","Total","Average score","Units",,7.5,
"Türkiye","Life satisfaction","Value","Total","Average score","Units",,4.9,
"United Kingdom","Life satisfaction","Value","Total","Average score","Units",,6.8,
"United States","Life satisfaction","Value","Total","Average score","Units",,7,
"Brazil","Life satisfaction","Value","Total","Average score","Units",,6.1,
"Chile","Life satisfaction","Value","Total","Average score","Units",,6.2,
"Estonia","Life satisfaction","Value","Total","Average score","Units",,6.5,
"Israel","Life satisfaction","Value","Total","Average score","Units",,7.2,
"Latvia","Life satisfaction","Value","Total","Average score","Units",,6.2,
"Russia","Life satisfaction","Value","Total","Average score","Units",,5.5,
"Slovenia","Life satisfaction","Value","Total","Average score","Units",,6.5,
"South Africa","Life satisfaction","Value","Total","Average score","Units",,4.9,
"OECD - Total","Life satisfaction","Value","Total","Average score","Units",,6.7,
"Australia","Life satisfaction","Value","Men","Average score","Units",,7.1,
"Austria","Life satisfaction","Value","Men","Average score","Units",,7.1,
"Belgium","Life satisfaction","Value","Men","Average score","Units",,6.9,
"Canada","Life satisfaction","Value","Men","Average score","Units",,7,
"Czech Republic","Life satisfaction","Value","Men","Average score","Units",,6.9,
"Denmark","Life satisfaction","Value","Men","Average score","Units",,7.4,
"Finland","Life satisfaction","Value","Men","Average score","Units",,7.7,
"France","Life satisfaction","Value","Men","Average score","Units",,6.8,
"Germany","Life satisfaction","Value","Men","Average score","Units",,7.4,
"Greece","Life satisfaction","Value","Men","Average score","Units",,6,
"Hungary","Life satisfaction","Value","Men","Average score","Units",,6.3,
"Iceland","Life satisfaction","Value","Men","Average score","Units",,7.4,
"Ireland","Life satisfaction","Value","Men","Average score","Units",,6.9,
"Italy","Life satisfaction","Value","Men","Average score","Units",,6.4,
"Japan","Life satisfaction","Value","Men","Average score","Units",,5.9,
"Korea","Life satisfaction","Value","Men","Average score","Units",,5.4,
"Luxembourg","Life satisfaction","Value","Men","Average score","Units",,7.4,
"Mexico","Life satisfaction","Value","Men","Average score","Units",,6.3,
"Netherlands","Life satisfaction","Value","Men","Average score","Units",,7.6,
"New Zealand","Life satisfaction","Value","Men","Average score","Units",,7.1,
"Norway","Life satisfaction","Value","Men","Average score","Units",,7.3,
"Poland","Life satisfaction","Value","Men","Average score","Units",,6.3,
"Portugal","Life satisfaction","Value","Men","Average score","Units",,6,
"Slovak Republic","Life satisfaction","Value","Men","Average score","Units",,6.5,
"Spain","Life satisfaction","Value","Men","Average score","Units",,6.4,
"Sweden","Life satisfaction","Value","Men","Average score","Units",,7.3,
"Switzerland","Life satisfaction","Value","Men","Average score","Units",,7.5,
"Türkiye","Life satisfaction","Value","Men","Average score","Units",,4.3,
"United Kingdom","Life satisfaction","Value","Men","Average score","Units",,6.7,
"United States","Life satisfaction","Value","Men","Average score","Units",,7,
"Brazil","Life satisfaction","Value","Men","Average score","Units",,6.2,
"Chile","Life satisfaction","Value","Men","Average score","Units",,6.2,
"Estonia","Life satisfaction","Value","Men","Average score","Units",,6.3,
"Israel","Life satisfaction","Value","Men","Average score","Units",,7.2,
"Latvia","Life satisfaction","Value","Men","Average score","Units",,6.3,
"Russia","Life satisfaction","Value","Men","Average score","Units",,5.3,
"Slovenia","Life satisfaction","Value","Men","Average score","Units",,6.5,
"South Africa","Life satisfaction","Value","Men","Average score","Units",,4.9,
"OECD - Total","Life satisfaction","Value","Men","Average score","Units",,6.7,
"Australia","Life satisfaction","Value","Women","Average score","Units",,7.2,
"Austria","Life satisfaction","Value","Women","Average score","Units",,7.3,
"Belgium","Life satisfaction","Value","Women","Average score","Units",,6.8,
"Canada","Life satisfaction","Value","Women","Average score","Units",,7,
"Czech Republic","Life satisfaction","Value","Women","Average score","Units",,6.9,
"Denmark","Life satisfaction","Value","Women","Average score","Units",,7.6,
"Finland","Life satisfaction","Value","Women","Average score","Units",,8.1,
"France","Life satisfaction","Value","Women","Average score","Units",,6.7,
"Germany","Life satisfaction","Value","Women","Average score","Units",,7.3,
"Greece","Life satisfaction","Value","Women","Average score","Units",,5.6,
"Hungary","Life satisfaction","Value","Women","Average score","Units",,5.8,
"Iceland","Life satisfaction","Value","Women","Average score","Units",,7.7,
"Ireland","Life satisfaction","Value","Women","Average score","Units",,7.2,
"Italy","Life satisfaction","Value","Women","Average score","Units",,6.5,
"Japan","Life satisfaction","Value","Women","Average score","Units",,6.3,
"Korea","Life satisfaction","Value","Women","Average score","Units",,6.2,
"Luxembourg","Life satisfaction","Value","Women","Average score","Units",,7.4,
"Mexico","Life satisfaction","Value","Women","Average score","Units",,5.6,
"Netherlands","Life satisfaction","Value","Women","Average score","Units",,7.4,
"New Zealand","Life satisfaction","Value","Women","Average score","Units",,7.4,
"Norway","Life satisfaction","Value","Women","Average score","Units",,7.3,
"Poland","Life satisfaction","Value","Women","Average score","Units",,6,
"Portugal","Life satisfaction","Value","Women","Average score","Units",,5.6,
"Slovak Republic","Life satisfaction","Value","Women","Average score","Units",,6.6,
"Spain","Life satisfaction","Value","Women","Average score","Units",,6.6,
"Sweden","Life satisfaction","Value","Women","Average score","Units",,7.3,
"Switzerland","Life satisfaction","Value","Women","Average score","Units",,7.5,
"Türkiye","Life satisfaction","Value","Women","Average score","Units",,5.4,
"United Kingdom","Life satisfaction","Value","Women","Average score","Units",,6.9,
"United States","Life satisfaction","Value","Women","Average score","Units",,7.1,
"Brazil","Life satisfaction","Value","Women","Average score","Units",,6,
"Chile","Life satisfaction","Value","Women","Average score","Units",,6.1,
"Estonia","Life satisfaction","Value","Women","Average score","Units",,6.6,
"Israel","Life satisfaction","Value","Women","Average score","Units",,7.2,
"Latvia","Life satisfaction","Value","Women","Average score","Units",,6.2,
"Russia","Life satisfaction","Value","Women","Average score","Units",,5.6,
"Slovenia","Life satisfaction","Value","Women","Average score","Units",,6.4,
"South Africa","Life satisfaction","Value","Women","Average score","Units",,5,
"OECD - Total","Life satisfaction","Value","Women","Average score","Units",,6.7,
"Australia","Homicide rate","Value","Total","Ratio","Units",,0.9,
"Austria","Homicide rate","Value","Total","Ratio","Units",,0.5,
"Belgium","Homicide rate","Value","Total","Ratio","Units",,1.1,
"Canada","Homicide rate","Value","Total","Ratio","Units",,1.2,
"Czech Republic","Homicide rate","Value","Total","Ratio","Units",,0.7,
"Denmark","Homicide rate","Value","Total","Ratio","Units",,0.5,
"Finland","Homicide rate","Value","Total","Ratio","Units",,1.2,
"France","Homicide rate","Value","Total","Ratio","Units",,0.4,
"Germany","Homicide rate","Value","Total","Ratio","Units",,0.4,
"Greece","Homicide rate","Value","Total","Ratio","Units",,1,
"Hungary","Homicide rate","Value","Total","Ratio","Units",,0.9,
"Iceland","Homicide rate","Value","Total","Ratio","Units",,0.3,
"Ireland","Homicide rate","Value","Total","Ratio","Units",,0.5,
"Italy","Homicide rate","Value","Total","Ratio","Units",,0.5,
"Japan","Homicide rate","Value","Total","Ratio","Units",,0.2,
"Korea","Homicide rate","Value","Total","Ratio","Units",,0.8,
"Luxembourg","Homicide rate","Value","Total","Ratio","Units",,0.2,
"Mexico","Homicide rate","Value","Total","Ratio","Units",,26.8,
"Netherlands","Homicide rate","Value","Total","Ratio","Units",,0.6,
"New Zealand","Homicide rate","Value","Total","Ratio","Units",,1.3,
"Norway","Homicide rate","Value","Total","Ratio","Units",,0.6,
"Poland","Homicide rate","Value","Total","Ratio","Units",,0.5,
"Portugal","Homicide rate","Value","Total","Ratio","Units",,0.7,
"Slovak Republic","Homicide rate","Value","Total","Ratio","Units",,0.8,
"Spain","Homicide rate","Value","Total","Ratio","Units",,0.7,
"Sweden","Homicide rate","Value","Total","Ratio","Units",,1.1,
"Switzerland","Homicide rate","Value","Total","Ratio","Units",,0.3,
"Türkiye","Homicide rate","Value","Total","Ratio","Units",,1,
"United Kingdom","Homicide rate","Value","Total","Ratio","Units",,0.2,
"United States","Homicide rate","Value","Total","Ratio","Units",,6,
"Brazil","Homicide rate","Value","Total","Ratio","Units",,19,
"Chile","Homicide rate","Value","Total","Ratio","Units",,2.4,
"Estonia","Homicide rate","Value","Total","Ratio","Units",,1.9,
"Israel","Homicide rate","Value","Total","Ratio","Units",,1.5,
"Latvia","Homicide rate","Value","Total","Ratio","Units",,3.7,
"Russia","Homicide rate","Value","Total","Ratio","Units",,4.8,
"Slovenia","Homicide rate","Value","Total","Ratio","Units",,0.4,
"South Africa","Homicide rate","Value","Total","Ratio","Units",,13.7,
"OECD - Total","Homicide rate","Value","Total","Ratio","Units",,2.6,
"Australia","Homicide rate","Value","Men","Ratio","Units",,1.3,
"Austria","Homicide rate","Value","Men","Ratio","Units",,0.5,
"Belgium","Homicide rate","Value","Men","Ratio","Units",,1.4,
"Canada","Homicide rate","Value","Men","Ratio","Units",,1.8,
"Czech Republic","Homicide rate","Value","Men","Ratio","Units",,0.8,
"Denmark","Homicide rate","Value","Men","Ratio","Units",,0.7,
"Finland","Homicide rate","Value","Men","Ratio","Units",,1.8,
"France","Homicide rate","Value","Men","Ratio","Units",,0.6,
"Germany","Homicide rate","Value","Men","Ratio","Units",,0.4,
"Greece","Homicide rate","Value","Men","Ratio","Units",,1.6,
"Hungary","Homicide rate","Value","Men","Ratio","Units",,1.1,
"Iceland","Homicide rate","Value","Men","Ratio","Units",,0.5,
"Ireland","Homicide rate","Value","Men","Ratio","Units",,0.8,
"Italy","Homicide rate","Value","Men","Ratio","Units",,0.7,
"Japan","Homicide rate","Value","Men","Ratio","Units",,0.2,
"Korea","Homicide rate","Value","Men","Ratio","Units",,0.9,
"Luxembourg","Homicide rate","Value","Men","Ratio","Units",,0.3,
"Mexico","Homicide rate","Value","Men","Ratio","Units",,50.5,
"Netherlands","Homicide rate","Value","Men","Ratio","Units",,0.8,
"New Zealand","Homicide rate","Value","Men","Ratio","Units",,1.6,
"Norway","Homicide rate","Value","Men","Ratio","Units",,0.7,
"Poland","Homicide rate","Value","Men","Ratio","Units",,0.8,
"Portugal","Homicide rate","Value","Men","Ratio","Units",,1,
"Slovak Republic","Homicide rate","Value","Men","Ratio","Units",,1,
"Spain","Homicide rate","Value","Men","Ratio","Units",,0.9,
"Sweden","Homicide rate","Value","Men","Ratio","Units",,1.5,
"Switzerland","Homicide rate","Value","Men","Ratio","Units",,0.4,
"Türkiye","Homicide rate","Value","Men","Ratio","Units",,1.5,
"United Kingdom","Homicide rate","Value","Men","Ratio","Units",,0.2,
"United States","Homicide rate","Value","Men","Ratio","Units",,9.5,
"Brazil","Homicide rate","Value","Men","Ratio","Units",,35.5,
"Chile","Homicide rate","Value","Men","Ratio","Units",,4.2,
"Estonia","Homicide rate","Value","Men","Ratio","Units",,3.1,
"Israel","Homicide rate","Value","Men","Ratio","Units",,2.4,
"Latvia","Homicide rate","Value","Men","Ratio","Units",,5.8,
"Russia","Homicide rate","Value","Men","Ratio","Units",,7.7,
"Slovenia","Homicide rate","Value","Men","Ratio","Units",,0.5,
"South Africa","Homicide rate","Value","Men","Ratio","Units",,24.7,
"OECD - Total","Homicide rate","Value","Men","Ratio","Units",,4.4,
"Australia","Homicide rate","Value","Women","Ratio","Units",,0.6,
"Austria","Homicide rate","Value","Women","Ratio","Units",,0.5,
"Belgium","Homicide rate","Value","Women","Ratio","Units",,0.8,
"Canada","Homicide rate","Value","Women","Ratio","Units",,0.7,
"Czech Republic","Homicide rate","Value","Women","Ratio","Units",,0.6,
"Denmark","Homicide rate","Value","Women","Ratio","Units",,0.4,
"Finland","Homicide rate","Value","Women","Ratio","Units",,0.7,
"France","Homicide rate","Value","Women","Ratio","Units",,0.3,
"Germany","Homicide rate","Value","Women","Ratio","Units",,0.3,
"Greece","Homicide rate","Value","Women","Ratio","Units",,0.4,
"Hungary","Homicide rate","Value","Women","Ratio","Units",,0.7,
"Iceland","Homicide rate","Value","Women","Ratio","Units",,1.2,
"Ireland","Homicide rate","Value","Women","Ratio","Units",,0.1,
"Italy","Homicide rate","Value","Women","Ratio","Units",,0.3,
"Japan","Homicide rate","Value","Women","Ratio","Units",,0.2,
"Korea","Homicide rate","Value","Women","Ratio","Units",,0.7,
"Luxembourg","Homicide rate","Value","Women","Ratio","Units",,0.2,
"Mexico","Homicide rate","Value","Women","Ratio","Units",,5.5,
"Netherlands","Homicide rate","Value","Women","Ratio","Units",,0.4,
"New Zealand","Homicide rate","Value","Women","Ratio","Units",,1,
"Norway","Homicide rate","Value","Women","Ratio","Units",,0.5,
"Poland","Homicide rate","Value","Women","Ratio","Units",,0.3,
"Portugal","Homicide rate","Value","Women","Ratio","Units",,0.4,
"Slovak Republic","Homicide rate","Value","Women","Ratio","Units",,0.6,
"Spain","Homicide rate","Value","Women","Ratio","Units",,0.5,
"Sweden","Homicide rate","Value","Women","Ratio","Units",,0.5,
"Switzerland","Homicide rate","Value","Women","Ratio","Units",,0.3,
"Türkiye","Homicide rate","Value","Women","Ratio","Units",,0.5,
"United Kingdom","Homicide rate","Value","Women","Ratio","Units",,0.1,
"United States","Homicide rate","Value","Women","Ratio","Units",,2.5,
"Brazil","Homicide rate","Value","Women","Ratio","Units",,3.3,
"Chile","Homicide rate","Value","Women","Ratio","Units",,0.7,
"Estonia","Homicide rate","Value","Women","Ratio","Units",,0.6,
"Israel","Homicide rate","Value","Women","Ratio","Units",,0.7,
"Latvia","Homicide rate","Value","Women","Ratio","Units",,1.9,
"Russia","Homicide rate","Value","Women","Ratio","Units",,2.2,
"Slovenia","Homicide rate","Value","Women","Ratio","Units",,0.3,
